"ID","Label","type"
"金苗","金苗","author"
"钱暄","钱暄","author"
"陆志群","陆志群","author"
"陈一","陈一","author"
"陈仁炳","陈仁炳","author"
"陈君葆","陈君葆","author"
"陈思卓","陈思卓","author"
"陈望道","陈望道","author"
"陈林","陈林","author"
"陈辉","陈辉","author"
"陈陆","陈陆","author"
"集纳者","集纳者","author"
"霖萍","霖萍","author"
"非言","非言","author"
"颜衡余","颜衡余","author"
"马汀","马汀","author"
"马逢华","马逢华","author"
"高澜","高澜","author"
"鱼木","鱼木","author"
"黄野雄","黄野雄","author"
"龙正大","龙正大","author"
"龚祥瑞","龚祥瑞","author"
"（苏）Galin，A.","（苏）Galin，A.","author"
"（英）林赛","（英）林赛","author"
"Aldous_Huxley","Aldous_Huxley","author"
"Arnold_Toynbee","Arnold_Toynbee","author"
"BP","BP","author"
"Barnes，H.","Barnes，H.","author"
"Beanal，J.D.","Beanal，J.D.","author"
"Brinton，C.","Brinton，C.","author"
"Burke，J.","Burke，J.","author"
"Cath，J.","Cath，J.","author"
"Commaga，H.S.","Commaga，H.S.","author"
"David_Ramsey","David_Ramsey","author"
"Dritt，D.N.","Dritt，D.N.","author"
"Einstein.A","Einstein.A","author"
"Fritz_Sternberg","Fritz_Sternberg","author"
"Fuller，H.","Fuller，H.","author"
"GM","GM","author"
"Goh，S.Y.","Goh，S.Y.","author"
"Henry_J._Taylor","Henry_J._Taylor","author"
"Howard_K._Smith","Howard_K._Smith","author"
"Hugh，D.","Hugh，D.","author"
"Ivanov，K.","Ivanov，K.","author"
"Karra，V.","Karra，V.","author"
"Kingsley_Martin","Kingsley_Martin","author"
"Leonards，C.","Leonards，C.","author"
"Lyon，J.","Lyon，J.","author"
"Mark_Gayn","Mark_Gayn","author"
"Martin，K.","Martin，K.","author"
"Maxwell_S._Stewart","Maxwell_S._Stewart","author"
"Michael_Straight","Michael_Straight","author"
"Roth，A.","Roth，A.","author"
"Russell，B.","Russell，B.","author"
"S.Y.","S.Y.","author"
"SY","SY","author"
"Schlesinger，A.M.","Schlesinger，A.M.","author"
"Schoyer，B.P.","Schoyer，B.P.","author"
"Sternberg，F.","Sternberg，F.","author"
"Toynbee，A.F.","Toynbee，A.F.","author"
"Victor_Perlo","Victor_Perlo","author"
"William_W._Lockwood","William_W._Lockwood","author"
"William_Winter","William_Winter","author"
"Winkle，H.","Winkle，H.","author"
"Yougn，E.P.","Yougn，E.P.","author"
"Zinder，H.","Zinder，H.","author"
"一公","一公","author"
"一真","一真","author"
"一续","一续","author"
"丁二","丁二","author"
"丁克山","丁克山","author"
"丁尊","丁尊","author"
"丁忱","丁忱","author"
"丁日","丁日","author"
"丁枫华","丁枫华","author"
"丁求眞","丁求眞","author"
"丁溪阳","丁溪阳","author"
"万×","万×","author"
"上官芳","上官芳","author"
"世贤","世贤","author"
"丘克辉","丘克辉","author"
"丘陵","丘陵","author"
"东方明","东方明","author"
"东旭","东旭","author"
"东阳","东阳","author"
"严中平","严中平","author"
"严经文","严经文","author"
"严钟杰","严钟杰","author"
"之万","之万","author"
"之谷","之谷","author"
"乐希","乐希","author"
"乐知先","乐知先","author"
"乡少","乡少","author"
"于彦威","于彦威","author"
"于文","于文","author"
"云仙","云仙","author"
"云峰","云峰","author"
"云庸","云庸","author"
"亚尔撲提（Gordon_W._Allport）","亚尔撲提（Gordon_W._Allport）","author"
"从心","从心","author"
"仲臬","仲臬","author"
"仲鲁","仲鲁","author"
"任自涛","任自涛","author"
"伯恺","伯恺","author"
"伯骆","伯骆","author"
"似彭","似彭","author"
"似潜","似潜","author"
"伽赐","伽赐","author"
"佑黄","佑黄","author"
"何仪","何仪","author"
"何其丰","何其丰","author"
"何国樑","何国樑","author"
"何孝达","何孝达","author"
"何安民","何安民","author"
"何少逸","何少逸","author"
"何泛","何泛","author"
"何爱芬","何爱芬","author"
"何畏之","何畏之","author"
"何经","何经","author"
"何荷","何荷","author"
"何锺斌","何锺斌","author"
"余介邦","余介邦","author"
"余友才","余友才","author"
"余友直","余友直","author"
"余宁旺","余宁旺","author"
"余思文","余思文","author"
"余望之","余望之","author"
"余鑫年","余鑫年","author"
"侯国聪","侯国聪","author"
"侯庭督","侯庭督","author"
"侯玉文","侯玉文","author"
"俞元程","俞元程","author"
"倍原","倍原","author"
"健民","健民","author"
"健飞","健飞","author"
"傅理门","傅理门","author"
"光·谟","光·谟","author"
"光夫","光夫","author"
"克萍","克萍","author"
"全一毛","全一毛","author"
"公盾","公盾","author"
"公羽","公羽","author"
"再珠","再珠","author"
"冯一民","冯一民","author"
"冯启康","冯启康","author"
"冯善基","冯善基","author"
"冯宾符","冯宾符","author"
"冯法禩","冯法禩","author"
"冯秀凡","冯秀凡","author"
"冰兄","冰兄","author"
"冰若","冰若","author"
"况自","况自","author"
"冷荻","冷荻","author"
"凌之上","凌之上","author"
"凌冰","凌冰","author"
"凌雪","凌雪","author"
"凡人","凡人","author"
"刘世海","刘世海","author"
"刘中定","刘中定","author"
"刘仁福","刘仁福","author"
"刘以德","刘以德","author"
"刘培仁","刘培仁","author"
"刘大杰","刘大杰","author"
"刘学濬","刘学濬","author"
"刘弄潮","刘弄潮","author"
"刘徵麟","刘徵麟","author"
"刘志钧","刘志钧","author"
"刘思慕","刘思慕","author"
"刘文礼","刘文礼","author"
"刘昉","刘昉","author"
"刘源","刘源","author"
"刘煌","刘煌","author"
"刘答中","刘答中","author"
"刘良模","刘良模","author"
"刘郝稼","刘郝稼","author"
"勉之","勉之","author"
"包安","包安","author"
"包庆生","包庆生","author"
"包达三","包达三","author"
"北民","北民","author"
"北远","北远","author"
"华人","华人","author"
"华岳高","华岳高","author"
"华廉","华廉","author"
"华文玲","华文玲","author"
"华萍","华萍","author"
"单于越","单于越","author"
"单复","单复","author"
"南极","南极","author"
"南郭一鸣","南郭一鸣","author"
"卜乙之","卜乙之","author"
"卢于道","卢于道","author"
"卫军","卫军","author"
"历寒","历寒","author"
"历民","历民","author"
"双玉","双玉","author"
"古宋申肃","古宋申肃","author"
"可扬","可扬","author"
"叶克嵎","叶克嵎","author"
"叶平","叶平","author"
"叶幼麟","叶幼麟","author"
"叶春萍","叶春萍","author"
"叶景莘","叶景莘","author"
"叶深","叶深","author"
"叶源","叶源","author"
"叶烈诚","叶烈诚","author"
"叶翰蜚","叶翰蜚","author"
"叶舟","叶舟","author"
"叶良文","叶良文","author"
"司天马籁","司天马籁","author"
"司徒聪","司徒聪","author"
"司田","司田","author"
"司马夫","司马夫","author"
"司马怀","司马怀","author"
"司马观","司马观","author"
"各家","各家","author"
"吕庆","吕庆","author"
"吕汉","吕汉","author"
"吕玉文","吕玉文","author"
"吕竹","吕竹","author"
"吕西林","吕西林","author"
"吴伯渊","吴伯渊","author"
"吴侨","吴侨","author"
"吴兰","吴兰","author"
"吴刚","吴刚","author"
"吴名","吴名","author"
"吴国钧","吴国钧","author"
"吴基","吴基","author"
"吴宗文","吴宗文","author"
"吴庆生","吴庆生","author"
"吴惠芳","吴惠芳","author"
"吴敏","吴敏","author"
"吴明德","吴明德","author"
"吴洛","吴洛","author"
"吴绎","吴绎","author"
"吴谧赓","吴谧赓","author"
"吴辉宗","吴辉宗","author"
"吴道","吴道","author"
"吴铎","吴铎","author"
"吴铸基","吴铸基","author"
"吴鹤飞","吴鹤飞","author"
"呈炽","呈炽","author"
"周佑文","周佑文","author"
"周作仁","周作仁","author"
"周其晋","周其晋","author"
"周太玄","周太玄","author"
"周子豪","周子豪","author"
"周景星","周景星","author"
"周有光","周有光","author"
"周玲","周玲","author"
"周禾生","周禾生","author"
"周维明","周维明","author"
"周荣为","周荣为","author"
"周钢鸣","周钢鸣","author"
"咏源","咏源","author"
"唐奇格","唐奇格","author"
"唐挚","唐挚","author"
"唐纳文","唐纳文","author"
"喩淦邨","喩淦邨","author"
"喻淦邨","喻淦邨","author"
"四百零四个大学生","四百零四个大学生","author"
"坎侯","坎侯","author"
"坚璧","坚璧","author"
"城北","城北","author"
"士心","士心","author"
"复康","复康","author"
"夏子","夏子","author"
"夏棉","夏棉","author"
"夏笃","夏笃","author"
"夏鼐","夏鼐","author"
"大均","大均","author"
"夷康","夷康","author"
"奇虹","奇虹","author"
"奋生","奋生","author"
"奚永伟","奚永伟","author"
"如蕾","如蕾","author"
"如鸥","如鸥","author"
"姚理","姚理","author"
"姚雪垠","姚雪垠","author"
"子久","子久","author"
"子良","子良","author"
"子规","子规","author"
"孔孝天","孔孝天","author"
"孙保仁","孙保仁","author"
"孙国华","孙国华","author"
"孙国萧","孙国萧","author"
"孙宪辉","孙宪辉","author"
"孙楷弟","孙楷弟","author"
"孙毓棠","孙毓棠","author"
"孙甲","孙甲","author"
"孙蕴","孙蕴","author"
"孟启予","孟启予","author"
"孟坚","孟坚","author"
"孟起","孟起","author"
"孟超","孟超","author"
"季向阳","季向阳","author"
"季振平","季振平","author"
"季明","季明","author"
"季陶达","季陶达","author"
"季青","季青","author"
"宁静","宁静","author"
"宋××","宋××","author"
"宋友洪","宋友洪","author"
"宋曼","宋曼","author"
"宋藜野","宋藜野","author"
"宏基","宏基","author"
"宝善","宝善","author"
"宫恺","宫恺","author"
"容肇祖","容肇祖","author"
"密特尔","密特尔","author"
"富苪叶（Gilberts_Freyre）","富苪叶（Gilberts_Freyre）","author"
"封叔","封叔","author"
"封淑","封淑","author"
"小市民","小市民","author"
"小燕","小燕","author"
"小石","小石","author"
"小莊","小莊","author"
"小谢","小谢","author"
"少若","少若","author"
"尙吕","尙吕","author"
"尹颖默","尹颖默","author"
"尼尔·史塔福","尼尔·史塔福","author"
"岑砧","岑砧","author"
"崔毅然","崔毅然","author"
"巩韦","巩韦","author"
"巴什基洛夫","巴什基洛夫","author"
"巴甫洛夫","巴甫洛夫","author"
"市隐","市隐","author"
"希蓝","希蓝","author"
"常守琦","常守琦","author"
"常寿之","常寿之","author"
"平伯","平伯","author"
"平子","平子","author"
"幼华","幼华","author"
"庚夫","庚夫","author"
"廖冰","廖冰","author"
"开滦一份子","开滦一份子","author"
"异戈","异戈","author"
"张一知","张一知","author"
"张云平","张云平","author"
"张元济","张元济","author"
"张光华","张光华","author"
"张卖君","张卖君","author"
"张坚","张坚","author"
"张大军","张大军","author"
"张大庸","张大庸","author"
"张子龄","张子龄","author"
"张孟闻","张孟闻","author"
"张孤","张孤","author"
"张寰","张寰","author"
"张山川","张山川","author"
"张平","张平","author"
"张弢","张弢","author"
"张弦","张弦","author"
"张振鵾","张振鵾","author"
"张授","张授","author"
"张敏","张敏","author"
"张曼西","张曼西","author"
"张源","张源","author"
"张炯伯","张炯伯","author"
"张献祖","张献祖","author"
"张知一","张知一","author"
"张老西","张老西","author"
"张誉闻","张誉闻","author"
"张谦","张谦","author"
"张达僧","张达僧","author"
"张青萍","张青萍","author"
"张静野","张静野","author"
"张高志","张高志","author"
"张麟书","张麟书","author"
"强华","强华","author"
"彭兰生","彭兰生","author"
"彭庆修","彭庆修","author"
"徐博陵","徐博陵","author"
"徐卿","徐卿","author"
"徐学纯","徐学纯","author"
"徐家齐","徐家齐","author"
"徐平","徐平","author"
"徐悲鸿","徐悲鸿","author"
"徐成良","徐成良","author"
"徐晴","徐晴","author"
"徐毓枏","徐毓枏","author"
"徐炎","徐炎","author"
"徐纫秋","徐纫秋","author"
"徐良弼","徐良弼","author"
"徐道邻","徐道邻","author"
"微甫","微甫","author"
"微知","微知","author"
"心一","心一","author"
"必章","必章","author"
"志家","志家","author"
"志齐","志齐","author"
"念福","念福","author"
"怀冰","怀冰","author"
"怀沙","怀沙","author"
"怀芷","怀芷","author"
"怀蓝","怀蓝","author"
"惠君","惠君","author"
"慧君","慧君","author"
"憬之","憬之","author"
"戈龄","戈龄","author"
"戴明","戴明","author"
"扬弃","扬弃","author"
"拂晓","拂晓","author"
"振声","振声","author"
"摩尼","摩尼","author"
"敦一","敦一","author"
"文其昌","文其昌","author"
"文抄公","文抄公","author"
"文杏","文杏","author"
"文津生","文津生","author"
"文海晏","文海晏","author"
"斯特罗加脑夫","斯特罗加脑夫","author"
"方一陵","方一陵","author"
"方亮","方亮","author"
"方兴严","方兴严","author"
"方志祥","方志祥","author"
"方旦","方旦","author"
"方朗","方朗","author"
"方菶","方菶","author"
"方金","方金","author"
"方钧","方钧","author"
"旋锋","旋锋","author"
"无声","无声","author"
"无患子","无患子","author"
"明义","明义","author"
"明光","明光","author"
"春生","春生","author"
"昨非","昨非","author"
"昶明","昶明","author"
"晏公侠","晏公侠","author"
"晏生","晏生","author"
"晓瞻","晓瞻","author"
"智明","智明","author"
"曹孟白","曹孟白","author"
"曹觉民","曹觉民","author"
"曾国屏","曾国屏","author"
"曾审思","曾审思","author"
"曾忆萍","曾忆萍","author"
"曾抡昭","曾抡昭","author"
"曾明理","曾明理","author"
"曾玺发","曾玺发","author"
"曾镜澄","曾镜澄","author"
"木人","木人","author"
"木艮","木艮","author"
"朱今吾","朱今吾","author"
"朱仲琴","朱仲琴","author"
"朱光潜","朱光潜","author"
"朱均衡","朱均衡","author"
"朱性谦","朱性谦","author"
"朱托天","朱托天","author"
"朱柏","朱柏","author"
"朱正六","朱正六","author"
"李一民","李一民","author"
"李中严","李中严","author"
"李如凝","李如凝","author"
"李子静","李子静","author"
"李孝友","李孝友","author"
"李平明","李平明","author"
"李承晚","李承晚","author"
"李振华","李振华","author"
"李文宜","李文宜","author"
"李日中","李日中","author"
"李有义","李有义","author"
"李正椿","李正椿","author"
"李汉","李汉","author"
"李洛","李洛","author"
"李津彪","李津彪","author"
"李浩然","李浩然","author"
"李烨","李烨","author"
"李琪","李琪","author"
"李瑛","李瑛","author"
"李立岩","李立岩","author"
"李筠友","李筠友","author"
"李素娥","李素娥","author"
"李翰如","李翰如","author"
"李蕤","李蕤","author"
"李铮","李铮","author"
"李长之","李长之","author"
"李青","李青","author"
"李顺荣","李顺荣","author"
"村渔","村渔","author"
"杜审言","杜审言","author"
"杜林","杜林","author"
"杨丑","杨丑","author"
"杨华","杨华","author"
"杨奇","杨奇","author"
"杨子涵","杨子涵","author"
"杨导之","杨导之","author"
"杨微辑","杨微辑","author"
"杨思愼","杨思愼","author"
"杨承懋","杨承懋","author"
"杨振声","杨振声","author"
"杨文华","杨文华","author"
"杨易","杨易","author"
"杨星森","杨星森","author"
"杨泽中","杨泽中","author"
"杨玉卿","杨玉卿","author"
"杨生茂","杨生茂","author"
"杨白俊","杨白俊","author"
"杨繁","杨繁","author"
"杨绍舜","杨绍舜","author"
"杨群","杨群","author"
"杨苍","杨苍","author"
"杨间墨","杨间墨","author"
"杨高","杨高","author"
"杭引","杭引","author"
"林之东","林之东","author"
"林其仁","林其仁","author"
"林冲","林冲","author"
"林图复","林图复","author"
"林庚","林庚","author"
"林建勳","林建勳","author"
"林明","林明","author"
"林植夫","林植夫","author"
"林璜","林璜","author"
"林百荣","林百荣","author"
"林笙","林笙","author"
"林耀华","林耀华","author"
"林血","林血","author"
"林达懋","林达懋","author"
"林达薇","林达薇","author"
"柏万","柏万","author"
"柏戈","柏戈","author"
"查化","查化","author"
"柳京","柳京","author"
"柴汉诗","柴汉诗","author"
"梁士","梁士","author"
"梁崇辅","梁崇辅","author"
"梁梦觉","梁梦觉","author"
"梅邨","梅邨","author"
"梓晃","梓晃","author"
"楼__彦","楼__彦","author"
"楼邦彦等","楼邦彦等","author"
"樊际昌","樊际昌","author"
"欧阳健","欧阳健","author"
"欧阳思漫","欧阳思漫","author"
"正翁","正翁","author"
"殷僕","殷僕","author"
"毋己","毋己","author"
"民声","民声","author"
"水嘉明","水嘉明","author"
"江仁弘","江仁弘","author"
"江南燕","江南燕","author"
"江天","江天","author"
"江汉","江汉","author"
"汤克友","汤克友","author"
"汪元亮","汪元亮","author"
"汪可珍","汪可珍","author"
"汪家厚","汪家厚","author"
"汪曾祺","汪曾祺","author"
"汪瑄","汪瑄","author"
"汪铭","汪铭","author"
"汪铭德","汪铭德","author"
"沈依新","沈依新","author"
"沈宗澂","沈宗澂","author"
"沈珏","沈珏","author"
"沈直重","沈直重","author"
"沈蔼春","沈蔼春","author"
"沈音","沈音","author"
"沙平","沙平","author"
"沙行","沙行","author"
"沙鸥","沙鸥","author"
"沛雨","沛雨","author"
"沱水","沱水","author"
"法珠","法珠","author"
"洁流","洁流","author"
"洛林","洛林","author"
"流涛","流涛","author"
"浦文斌","浦文斌","author"
"浩然","浩然","author"
"涤森","涤森","author"
"涤源","涤源","author"
"淘粪","淘粪","author"
"清园","清园","author"
"渐离","渐离","author"
"渔父","渔父","author"
"游国恩","游国恩","author"
"滕茂桐","滕茂桐","author"
"潘公昭","潘公昭","author"
"潜乾","潜乾","author"
"炳若","炳若","author"
"熊光","熊光","author"
"爽任","爽任","author"
"牟赞平","牟赞平","author"
"牧野","牧野","author"
"狄雯","狄雯","author"
"王之轩","王之轩","author"
"王了一","王了一","author"
"王介之","王介之","author"
"王传纶","王传纶","author"
"王冀民","王冀民","author"
"王大衞","王大衞","author"
"王奇文","王奇文","author"
"王希和","王希和","author"
"王怡白","王怡白","author"
"王成组","王成组","author"
"王扬","王扬","author"
"王毅芬","王毅芬","author"
"王渡之","王渡之","author"
"王瑶","王瑶","author"
"王由","王由","author"
"王缅","王缅","author"
"王金铭","王金铭","author"
"珍·戴林波","珍·戴林波","author"
"甬民","甬民","author"
"田夫之","田夫之","author"
"田泉山","田泉山","author"
"申庆璧","申庆璧","author"
"白凡","白凡","author"
"白华生","白华生","author"
"白澄","白澄","author"
"白莽","白莽","author"
"白衣","白衣","author"
"皇甫玉","皇甫玉","author"
"益人","益人","author"
"盘新","盘新","author"
"瞿家杰","瞿家杰","author"
"知无涯斋","知无涯斋","author"
"石在","石在","author"
"石坪","石坪","author"
"石子","石子","author"
"石童","石童","author"
"石龙","石龙","author"
"磊风","磊风","author"
"礼凡","礼凡","author"
"祖海","祖海","author"
"祥敬","祥敬","author"
"离萍","离萍","author"
"禾夫","禾夫","author"
"秋明","秋明","author"
"秋枫","秋枫","author"
"秋蝉","秋蝉","author"
"秦翰才","秦翰才","author"
"程厚之","程厚之","author"
"程子汶","程子汶","author"
"程清英","程清英","author"
"程雨民","程雨民","author"
"稼汉","稼汉","author"
"穗人","穗人","author"
"立心","立心","author"
"章之朗","章之朗","author"
"章祖海","章祖海","author"
"童乃器","童乃器","author"
"童继烈","童继烈","author"
"竹风","竹风","author"
"箫乾","箫乾","author"
"粮商某君","粮商某君","author"
"素石","素石","author"
"紫枫","紫枫","author"
"红花","红花","author"
"纪域","纪域","author"
"纪宏智","纪宏智","author"
"纯刚","纯刚","author"
"罗伦","罗伦","author"
"罗坚白","罗坚白","author"
"罗塔","罗塔","author"
"罗庆辉","罗庆辉","author"
"罗志如","罗志如","author"
"罗根","罗根","author"
"罗琼英","罗琼英","author"
"罗素","罗素","author"
"罗茵","罗茵","author"
"羊城彦","羊城彦","author"
"翁咏庆","翁咏庆","author"
"翁碧鲜","翁碧鲜","author"
"老崇","老崇","author"
"聂犇","聂犇","author"
"胡一声","胡一声","author"
"胡友山","胡友山","author"
"胡国安","胡国安","author"
"胡子婴","胡子婴","author"
"胡家祜","胡家祜","author"
"胡文山","胡文山","author"
"胡杭生","胡杭生","author"
"胡林","胡林","author"
"胡爲柏","胡爲柏","author"
"胡私讲","胡私讲","author"
"胡英民","胡英民","author"
"胡麟","胡麟","author"
"自莽","自莽","author"
"舒兴","舒兴","author"
"舒曼","舒曼","author"
"艾父","艾父","author"
"艾群","艾群","author"
"艾迟","艾迟","author"
"芮沐","芮沐","author"
"芴章","芴章","author"
"苏代","苏代","author"
"苏岚","苏岚","author"
"苏汝江","苏汝江","author"
"苏洞国","苏洞国","author"
"苏翰笙","苏翰笙","author"
"苗伯骆","苗伯骆","author"
"若苏","若苏","author"
"苪沐","苪沐","author"
"范刚","范刚","author"
"范士宏","范士宏","author"
"范成之","范成之","author"
"茅行健","茅行健","author"
"荒漠","荒漠","author"
"药知非","药知非","author"
"莎屏","莎屏","author"
"莫如俭","莫如俭","author"
"萍天","萍天","author"
"萍庵","萍庵","author"
"萧文","萧文","author"
"萧望卿","萧望卿","author"
"萧梅","萧梅","author"
"萧般吉","萧般吉","author"
"萧觉天","萧觉天","author"
"萧贤","萧贤","author"
"萧辉楷","萧辉楷","author"
"葛汉民","葛汉民","author"
"葛维其（Georges_Gurvitch）","葛维其（Georges_Gurvitch）","author"
"董冰如","董冰如","author"
"董每戡","董每戡","author"
"葵尚思","葵尚思","author"
"蒋修苗","蒋修苗","author"
"蒋学模","蒋学模","author"
"蒋尚思","蒋尚思","author"
"蒋平","蒋平","author"
"蒋无逆","蒋无逆","author"
"蒋某","蒋某","author"
"蒋源","蒋源","author"
"蒋笃才","蒋笃才","author"
"蒋阿英","蒋阿英","author"
"蒙毅","蒙毅","author"
"蒿目","蒿目","author"
"蓝悒","蓝悒","author"
"蓝蒲珍","蓝蒲珍","author"
"蔚如","蔚如","author"
"蔡侯","蔡侯","author"
"蔡尚钰","蔡尚钰","author"
"蕴谛","蕴谛","author"
"薛愚","薛愚","author"
"蜀人","蜀人","author"
"衣锦","衣锦","author"
"补齐","补齐","author"
"袁可嘉","袁可嘉","author"
"袁国弼","袁国弼","author"
"袁方","袁方","author"
"袁非愚","袁非愚","author"
"裘审行","裘审行","author"
"裘思","裘思","author"
"裘文静","裘文静","author"
"褚光明","褚光明","author"
"见仁","见仁","author"
"许寂","许寂","author"
"许小花","许小花","author"
"许少甫","许少甫","author"
"许文静","许文静","author"
"许斐","许斐","author"
"许明","许明","author"
"谔士","谔士","author"
"谢南阳","谢南阳","author"
"谢菁","谢菁","author"
"谢静安","谢静安","author"
"谢默依","谢默依","author"
"谭崇台","谭崇台","author"
"谭无逸","谭无逸","author"
"谭菠莉","谭菠莉","author"
"谷新","谷新","author"
"谷方","谷方","author"
"谷林歌","谷林歌","author"
"费吴炯","费吴炯","author"
"费正清","费正清","author"
"贺明","贺明","author"
"贺毅","贺毅","author"
"贾子心","贾子心","author"
"贾才","贾才","author"
"赵守愚","赵守愚","author"
"赵瑞生","赵瑞生","author"
"赵迺抟","赵迺抟","author"
"越人","越人","author"
"路维宽","路维宽","author"
"过客","过客","author"
"进一","进一","author"
"远云岚","远云岚","author"
"远清","远清","author"
"迟玉","迟玉","author"
"透云","透云","author"
"遇之","遇之","author"
"道行","道行","author"
"邑文","邑文","author"
"邓钜经","邓钜经","author"
"邢慕寰","邢慕寰","author"
"邱克勤","邱克勤","author"
"邱吾","邱吾","author"
"邵循道","邵循道","author"
"邵景圆","邵景圆","author"
"邵燕平","邵燕平","author"
"邵燕祥","邵燕祥","author"
"郑义","郑义","author"
"郑伯彬","郑伯彬","author"
"郑侠","郑侠","author"
"郑克修","郑克修","author"
"郑愼山","郑愼山","author"
"郑春泉","郑春泉","author"
"郑若颖","郑若颖","author"
"郭叔壬","郭叔壬","author"
"郭少川","郭少川","author"
"郭梅荪","郭梅荪","author"
"郭正","郭正","author"
"郭萍鸣","郭萍鸣","author"
"郭辛","郭辛","author"
"鄢从善","鄢从善","author"
"野潮","野潮","author"
"金易","金易","author"
"金源","金源","author"
"金石","金石","author"
"金竟","金竟","author"
"金若","金若","author"
"金轮海","金轮海","author"
"金重","金重","author"
"鉴清","鉴清","author"
"钟唐","钟唐","author"
"钟敬文","钟敬文","author"
"钟杰","钟杰","author"
"钱克新","钱克新","author"
"钱塘潮","钱塘潮","author"
"钱墨林","钱墨林","author"
"钱歌川","钱歌川","author"
"铁生","铁生","author"
"银沐","银沐","author"
"长之","长之","author"
"长青","长青","author"
"闵思彦","闵思彦","author"
"闻鼙","闻鼙","author"
"闽友","闽友","author"
"阮惠刚","阮惠刚","author"
"阿栅","阿栅","author"
"阿细","阿细","author"
"陆君平","陆君平","author"
"陆平强","陆平强","author"
"陆文兴","陆文兴","author"
"陆森","陆森","author"
"陆自成","陆自成","author"
"陈××","陈××","author"
"陈伯康","陈伯康","author"
"陈伶","陈伶","author"
"陈光","陈光","author"
"陈啓达","陈啓达","author"
"陈善","陈善","author"
"陈子久","陈子久","author"
"陈实","陈实","author"
"陈家澂","陈家澂","author"
"陈宽之","陈宽之","author"
"陈志清","陈志清","author"
"陈执","陈执","author"
"陈景茜","陈景茜","author"
"陈梦家","陈梦家","author"
"陈浩生","陈浩生","author"
"陈痛","陈痛","author"
"陈石湘","陈石湘","author"
"陈砥平","陈砥平","author"
"陈章","陈章","author"
"陈筑山","陈筑山","author"
"陈翰笙","陈翰笙","author"
"陈荩民","陈荩民","author"
"陈路","陈路","author"
"陈迟","陈迟","author"
"陈述昆","陈述昆","author"
"陈选善","陈选善","author"
"陈镜善","陈镜善","author"
"陈际","陈际","author"
"陶永芳","陶永芳","author"
"陶砌","陶砌","author"
"陶维大","陶维大","author"
"雁心","雁心","author"
"雅茜","雅茜","author"
"雨巖","雨巖","author"
"雨沛","雨沛","author"
"雨沬","雨沬","author"
"雪馥","雪馥","author"
"雷遇春","雷遇春","author"
"雷锐军","雷锐军","author"
"青争","青争","author"
"青见","青见","author"
"青锋","青锋","author"
"静怀","静怀","author"
"静涵","静涵","author"
"非邮人","非邮人","author"
"靳巩","靳巩","author"
"韦仲儒","韦仲儒","author"
"韦文","韦文","author"
"韦武","韦武","author"
"韩万青","韩万青","author"
"韩兆鹗","韩兆鹗","author"
"顾家本","顾家本","author"
"顾家标","顾家标","author"
"顾掌擎","顾掌擎","author"
"顾轶人","顾轶人","author"
"顾颉钢","顾颉钢","author"
"颜子和","颜子和","author"
"颜钦善","颜钦善","author"
"马克敦","马克敦","author"
"马复生","马复生","author"
"马廷杰","马廷杰","author"
"马正进","马正进","author"
"高向华","高向华","author"
"高君","高君","author"
"高植","高植","author"
"高超","高超","author"
"高迅","高迅","author"
"高鸿荣","高鸿荣","author"
"鱼忘","鱼忘","author"
"鲁健","鲁健","author"
"鲁宾荪","鲁宾荪","author"
"鲁生","鲁生","author"
"鲁铁民","鲁铁民","author"
"鲁闻","鲁闻","author"
"鲁靱","鲁靱","author"
"鸣歌","鸣歌","author"
"麦杆","麦杆","author"
"黄元","黄元","author"
"黄公伟","黄公伟","author"
"黄嘉音","黄嘉音","author"
"黄家栋","黄家栋","author"
"黄康","黄康","author"
"黄志坚","黄志坚","author"
"黄文通","黄文通","author"
"黄潮如","黄潮如","author"
"黄玉发","黄玉发","author"
"黄碧遥","黄碧遥","author"
"黄菲","黄菲","author"
"黄葆华","黄葆华","author"
"黄钧达","黄钧达","author"
"黄龙生","黄龙生","author"
"黎先慧","黎先慧","author"
"黎宁","黎宁","author"
"黎深","黎深","author"
"鼎彝","鼎彝","author"
"齐家经","齐家经","author"
"齐星","齐星","author"
"（匈牙利）B·易澳士","（匈牙利）B·易澳士","author"
"（匈牙利）K·米克萨","（匈牙利）K·米克萨","author"
"（匈牙利）Tabi","（匈牙利）Tabi","author"
"（美）马丁","（美）马丁","author"
"（苏）皮德尔斯基","（苏）皮德尔斯基","author"
"（苏）麦里可夫","（苏）麦里可夫","author"
"（英）Crossman，R.H.S.","（英）Crossman，R.H.S.","author"
"谭波莉","谭波莉","author"
"齐芬","齐芬","author"
"柯永","柯永","author"
"程文熙","程文熙","author"
"丁正伟","丁正伟","author"
"全真","全真","author"
"冰洋","冰洋","author"
"冰菱","冰菱","author"
"孙大雨","孙大雨","author"
"成纪","成纪","author"
"李显仁","李显仁","author"
"杨奎章","杨奎章","author"
"高山","高山","author"
"Doru","Doru","author"
"Levy，H.","Levy，H.","author"
"丁兄","丁兄","author"
"万异","万异","author"
"万殊","万殊","author"
"严学易","严学易","author"
"习门","习门","author"
"了然","了然","author"
"于辅大","于辅大","author"
"云应霖","云应霖","author"
"人立","人立","author"
"今吾","今吾","author"
"任懿斐","任懿斐","author"
"何友悌","何友悌","author"
"何旭","何旭","author"
"何矩","何矩","author"
